age,annual_income_inr,account_balance_inr,tenure_years,credit_score,credit_utilization,missed_payments_12m,existing_loans,monthly_transactions,employment_type,account_type,region,risk_category
50,116276,654174,16,776,0.85,0,2,3,Salaried,Savings,East,Very Low Risk
27,63198,157192,1,672,0.7,2,1,26,Business owner,Savings,West,Very High Risk
26,45979,27860,5,817,0.74,2,3,5,Salaried,Current,East,Very High Risk
63,131367,760189,6,783,0.89,3,4,27,Self-employed,Current,West,Moderate Risk
37,82577,7272,2,750,0.65,3,4,22,Self-employed,Savings,South,Very High Risk
64,125972,772049,10,606,0.43,2,0,23,Salaried,Savings,East,Low Risk
36,27122,164422,1,486,0.66,2,2,29,Business owner,Current,North,Very High Risk
62,102136,159600,8,849,0.31,3,1,12,Salaried,Current,North,Low Risk
56,83897,368842,4,537,0.76,1,3,30,Self-employed,Savings,West,High Risk
24,80379,755137,4,715,0.07,2,0,39,Self-employed,Salary,South,Moderate Risk
35,109984,649653,10,838,0.53,4,0,20,Self-employed,Current,North,Very Low Risk
32,116054,625259,7,766,0.13,3,4,27,Self-employed,Savings,South,Very Low Risk
61,88010,126967,13,664,0.06,4,2,54,Business owner,Savings,East,High Risk
45,69523,928529,1,668,0.32,3,3,30,Salaried,Salary,North,Moderate Risk
59,46482,316010,6,545,0.05,1,3,43,Salaried,Savings,West,Very High Risk
68,93363,744189,1,829,0.34,4,1,27,Salaried,Current,East,Low Risk
63,159176,304591,9,640,0.23,3,1,17,Salaried,Current,West,Low Risk
30,82429,622685,1,471,0.48,0,0,47,Salaried,Current,East,Moderate Risk
21,115512,620297,2,576,0.49,2,3,43,Business owner,Salary,West,Moderate Risk
63,128490,432761,14,846,0.18,2,4,29,Business owner,Savings,West,Very Low Risk
31,30184,395064,5,846,0.78,1,2,9,Salaried,Current,West,Low Risk
35,51694,55413,16,561,0.91,0,2,36,Salaried,Current,East,Very High Risk
46,124909,378084,8,578,0.23,3,4,33,Salaried,Salary,South,Very High Risk
22,26375,112568,15,599,0.87,3,2,16,Self-employed,Salary,East,Very High Risk
35,43899,925560,7,584,0.66,4,4,46,Self-employed,Current,West,Very High Risk
28,65265,491506,1,736,0.73,1,4,33,Salaried,Current,North,Moderate Risk
53,47180,354812,0,766,0.73,3,0,5,Business owner,Savings,North,Very High Risk
40,56039,563820,15,685,0.61,4,4,16,Self-employed,Salary,South,High Risk
37,81216,954874,18,803,0.4,2,4,6,Business owner,Current,South,Very Low Risk
38,70962,808717,4,641,0.25,0,0,28,Self-employed,Salary,West,Very Low Risk
22,109727,406636,8,615,0.2,4,3,53,Salaried,Current,West,High Risk
54,59852,85799,5,502,0.9,4,3,9,Self-employed,Savings,East,Very High Risk
34,95052,52923,15,766,0.86,2,0,17,Business owner,Current,South,High Risk
64,59016,670354,3,840,0.41,2,3,34,Self-employed,Current,South,Low Risk
36,122591,889664,7,622,0.07,1,0,14,Salaried,Savings,East,Very Low Risk
45,61362,130797,19,667,0.38,0,1,30,Self-employed,Savings,East,Low Risk
40,153899,441931,13,523,0.55,3,3,53,Self-employed,Salary,North,High Risk
34,70165,660534,3,613,0.38,0,2,3,Business owner,Current,East,Moderate Risk
48,111438,33226,14,597,0.54,2,0,28,Self-employed,Current,South,High Risk
41,135693,314822,2,731,0.27,1,4,43,Salaried,Savings,East,Low Risk
33,77220,83857,12,608,0.33,3,2,41,Self-employed,Current,North,Very High Risk
25,75816,928438,9,642,0.84,3,4,4,Self-employed,Current,North,Moderate Risk
54,117070,665606,19,571,0.27,0,1,54,Self-employed,Savings,East,Very Low Risk
59,134525,123292,9,643,0.74,4,3,50,Business owner,Salary,West,Very High Risk
42,104649,511858,4,620,0.11,2,1,46,Business owner,Current,West,Moderate Risk
21,138058,842172,2,778,0.12,4,4,21,Business owner,Salary,West,Very Low Risk
64,63293,889924,20,848,0.66,3,1,31,Self-employed,Current,West,Very Low Risk
62,113127,77156,8,776,0.79,3,2,3,Self-employed,Salary,North,High Risk
56,139029,652083,20,512,0.38,2,3,33,Business owner,Savings,South,Moderate Risk
42,146985,607806,19,756,0.4,2,3,40,Business owner,Savings,North,Very Low Risk
42,141814,395665,11,587,0.71,2,2,30,Self-employed,Current,North,Moderate Risk
61,92659,828953,4,835,0.78,0,4,13,Salaried,Savings,North,Very Low Risk
28,62951,199713,7,805,0.25,1,4,33,Self-employed,Current,North,Moderate Risk
67,136392,931583,5,681,0.41,3,3,42,Self-employed,Savings,North,Low Risk
54,93727,770129,5,672,0.12,1,4,44,Salaried,Current,East,Very Low Risk
29,110992,897414,13,652,0.69,1,2,49,Salaried,Savings,South,Very Low Risk
56,65455,859082,1,605,0.79,3,4,42,Salaried,Current,South,High Risk
30,90837,904377,19,609,0.62,4,1,31,Business owner,Savings,West,Moderate Risk
26,31897,323104,6,678,0.37,2,2,14,Salaried,Salary,West,Very High Risk
27,39870,689204,8,710,0.71,4,2,48,Business owner,Salary,South,High Risk
31,60051,173888,7,597,0.16,3,4,21,Business owner,Savings,South,Very High Risk
55,40623,154541,5,521,0.24,0,0,25,Self-employed,Savings,West,Very High Risk
48,54844,352639,19,586,0.4,4,4,31,Salaried,Savings,West,Very High Risk
34,79527,401867,16,849,0.84,1,2,27,Salaried,Current,East,Low Risk
65,103324,537378,5,655,0.82,4,1,4,Self-employed,Savings,West,Very High Risk
33,150332,637995,9,850,0.72,2,3,51,Business owner,Savings,North,Very Low Risk
40,69195,395228,20,538,0.14,0,0,43,Salaried,Salary,North,Low Risk
44,132470,171176,7,554,0.26,2,2,53,Self-employed,Salary,East,High Risk
60,108720,723266,7,671,0.47,2,3,32,Business owner,Savings,West,Very Low Risk
61,139655,614068,3,614,0.41,2,2,39,Business owner,Salary,South,Low Risk
33,126806,669488,13,606,0.8,1,3,18,Self-employed,Current,North,Low Risk
35,120517,563153,10,542,0.07,2,1,31,Salaried,Savings,West,Moderate Risk
27,71454,903578,12,596,0.06,0,4,15,Salaried,Savings,West,Low Risk
27,119415,773222,0,816,0.09,3,2,38,Salaried,Current,North,Very Low Risk
60,112243,615731,1,539,0.89,0,0,45,Self-employed,Salary,East,Moderate Risk
24,139267,379163,0,537,0.53,4,4,46,Salaried,Salary,West,Very High Risk
54,157267,325663,8,817,0.55,2,0,15,Salaried,Salary,South,Very Low Risk
67,87939,994996,6,723,0.08,1,1,28,Salaried,Savings,North,Very Low Risk
29,88094,51248,7,846,0.86,4,2,37,Salaried,Current,South,High Risk
55,158955,304746,11,583,0.91,1,3,47,Salaried,Current,East,High Risk
55,69719,173022,11,831,0.11,3,1,15,Salaried,Savings,South,Moderate Risk
24,103421,540448,4,714,0.87,1,1,34,Self-employed,Savings,East,Moderate Risk
68,66380,778328,4,736,0.11,0,2,14,Salaried,Savings,West,Very Low Risk
25,63913,815969,0,602,0.55,4,3,6,Business owner,Current,South,Very High Risk
33,143363,679982,10,644,0.91,2,1,15,Self-employed,Current,South,Moderate Risk
68,130825,820571,19,583,0.25,2,1,28,Self-employed,Savings,West,Low Risk
39,112324,226695,16,752,0.26,2,2,48,Self-employed,Current,East,Very Low Risk
36,103247,445271,3,703,0.61,3,0,42,Self-employed,Salary,East,Low Risk
48,75086,843182,2,593,0.45,1,2,30,Salaried,Current,West,Moderate Risk
38,109695,523162,13,495,0.67,0,0,31,Salaried,Salary,West,Moderate Risk
62,53051,14035,2,533,0.4,3,1,33,Business owner,Current,West,Very High Risk
40,135094,684094,3,794,0.89,1,2,10,Salaried,Current,West,Very Low Risk
29,34386,997816,4,600,0.66,1,3,21,Business owner,Salary,West,High Risk
41,105030,371359,14,476,0.66,1,2,38,Self-employed,Salary,West,High Risk
58,72421,810894,1,783,0.62,0,3,37,Business owner,Savings,North,Very Low Risk
42,89092,95572,12,832,0.2,4,0,26,Business owner,Salary,West,Moderate Risk
62,110114,462077,3,502,0.76,3,3,5,Business owner,Salary,South,Very High Risk
63,34945,322286,2,687,0.41,4,2,54,Self-employed,Current,West,Very High Risk
37,44404,760041,10,515,0.7,1,3,17,Business owner,Salary,West,High Risk
41,130513,374093,6,593,0.18,1,1,27,Self-employed,Savings,West,Moderate Risk
57,26219,475681,14,751,0.33,0,0,4,Self-employed,Current,West,Low Risk
53,104550,503519,14,471,0.26,1,2,24,Salaried,Savings,West,High Risk
38,31968,650807,3,554,0.51,4,2,15,Business owner,Salary,East,Very High Risk
65,111872,218048,19,663,0.24,0,1,38,Salaried,Savings,West,Very Low Risk
29,104664,272558,8,536,0.36,4,0,9,Business owner,Current,East,Very High Risk
68,125028,927436,4,745,0.84,4,0,23,Business owner,Savings,East,Low Risk
34,27951,701654,15,486,0.81,1,1,26,Business owner,Savings,North,High Risk
36,148611,182355,20,534,0.79,1,2,9,Business owner,Current,West,Moderate Risk
66,56065,894896,2,501,0.54,1,4,26,Self-employed,Salary,West,Very High Risk
28,72876,865797,1,567,0.24,2,2,25,Self-employed,Current,East,Moderate Risk
55,121553,357985,7,709,0.1,0,1,4,Self-employed,Current,East,Low Risk
44,35804,131282,10,639,0.22,1,2,33,Self-employed,Savings,North,High Risk
53,84477,351938,5,599,0.67,2,1,34,Salaried,Current,East,Very High Risk
66,101321,930813,7,589,0.07,2,2,3,Salaried,Current,West,Moderate Risk
50,33374,99586,9,601,0.16,3,1,39,Business owner,Current,East,Very High Risk
48,109801,193493,14,601,0.11,2,2,12,Salaried,Salary,East,Moderate Risk
64,156238,42419,1,611,0.16,3,4,13,Business owner,Current,North,Very High Risk
25,106587,896201,13,731,0.92,3,0,45,Business owner,Savings,East,Low Risk
63,47553,201513,9,849,0.92,3,3,11,Business owner,Salary,South,High Risk
32,149376,570958,15,607,0.59,1,0,15,Salaried,Salary,South,Low Risk
66,72566,228037,12,621,0.35,4,4,27,Business owner,Current,North,High Risk
44,144170,648498,4,533,0.87,4,2,14,Self-employed,Savings,West,Very High Risk
64,131624,528511,13,842,0.05,3,4,52,Business owner,Salary,South,Very Low Risk
64,110021,522055,7,642,0.89,0,0,43,Salaried,Current,West,Low Risk
38,87641,547573,13,815,0.84,4,1,27,Salaried,Salary,East,Low Risk
23,111355,15544,17,698,0.69,0,0,7,Salaried,Savings,West,Low Risk
36,82099,65043,5,507,0.38,2,3,9,Self-employed,Salary,West,Very High Risk
39,105700,691960,20,626,0.75,1,4,3,Salaried,Current,North,Very Low Risk
41,76531,725881,3,772,0.86,2,4,42,Self-employed,Savings,North,Moderate Risk
48,42239,15162,11,623,0.86,2,2,11,Business owner,Savings,East,Very High Risk
22,99951,721584,16,590,0.22,1,4,24,Business owner,Current,North,Low Risk
48,66078,389022,16,490,0.45,0,3,32,Salaried,Current,West,High Risk
50,137517,571810,14,616,0.9,2,4,33,Salaried,Current,North,Moderate Risk
68,63594,705086,0,681,0.11,4,2,14,Business owner,Savings,West,Very High Risk
59,118214,501054,5,709,0.46,2,3,36,Salaried,Current,West,Moderate Risk
22,122146,570871,17,813,0.45,4,4,14,Self-employed,Salary,North,Low Risk
34,65297,73752,19,686,0.76,4,4,4,Salaried,Current,South,Very High Risk
56,87599,404641,2,480,0.36,4,3,48,Business owner,Savings,South,Very High Risk
55,68255,982762,10,474,0.33,1,4,48,Salaried,Current,North,High Risk
35,47628,676530,5,587,0.54,2,2,6,Self-employed,Current,West,Very High Risk
62,79913,708048,14,730,0.16,2,1,45,Salaried,Salary,North,Very Low Risk
45,61966,447832,3,596,0.69,0,4,15,Business owner,Salary,North,Moderate Risk
63,145980,654984,5,501,0.23,1,3,16,Business owner,Savings,South,Moderate Risk
45,44826,136786,14,623,0.51,3,3,32,Business owner,Salary,West,Very High Risk
51,122082,432006,0,744,0.49,4,3,43,Self-employed,Current,West,Moderate Risk
27,132630,847417,8,554,0.24,3,1,49,Salaried,Savings,West,Low Risk
30,69108,19949,14,720,0.68,4,4,22,Salaried,Current,East,Very High Risk
52,69480,346042,13,513,0.34,4,4,41,Self-employed,Salary,South,Very High Risk
54,114579,662408,9,821,0.89,0,0,14,Self-employed,Salary,East,Very Low Risk
35,99212,917998,20,620,0.06,2,3,8,Business owner,Savings,West,Very Low Risk
65,51163,997663,7,707,0.66,1,4,34,Business owner,Savings,East,Low Risk
63,81111,87913,9,567,0.74,1,0,26,Business owner,Current,West,Very High Risk
40,90970,602319,11,478,0.3,0,2,39,Salaried,Savings,East,Moderate Risk
33,144466,735150,14,666,0.11,3,0,9,Business owner,Savings,North,Very Low Risk
26,61423,51474,5,839,0.76,1,2,21,Salaried,Salary,North,High Risk
62,110540,200256,5,485,0.61,4,1,35,Business owner,Current,West,Very High Risk
60,69512,630904,5,792,0.42,2,3,13,Business owner,Current,South,Low Risk
27,113622,484249,19,688,0.87,1,4,48,Business owner,Salary,West,Very Low Risk
63,70818,308373,7,470,0.53,2,1,38,Self-employed,Current,West,Very High Risk
44,64750,695146,16,625,0.33,2,2,53,Self-employed,Salary,East,Low Risk
24,34602,700124,4,671,0.57,2,4,32,Self-employed,Salary,North,High Risk
25,48353,424127,4,703,0.89,0,3,54,Self-employed,Current,East,High Risk
46,76772,189888,8,578,0.6,4,0,3,Self-employed,Salary,North,Very High Risk
55,94130,356450,18,485,0.62,3,1,43,Salaried,Salary,East,Very High Risk
49,149700,618647,0,524,0.16,4,4,37,Business owner,Current,South,High Risk
33,108260,248767,10,662,0.61,3,2,24,Salaried,Current,North,Very High Risk
43,151414,330261,2,611,0.27,3,1,15,Salaried,Current,West,High Risk
22,143840,640341,0,608,0.8,2,0,18,Self-employed,Salary,East,Moderate Risk
55,74179,934078,2,688,0.62,2,3,48,Business owner,Salary,North,Low Risk
21,95326,365390,13,843,0.63,1,2,41,Business owner,Savings,North,Very Low Risk
24,125372,190402,1,643,0.25,1,0,53,Business owner,Salary,East,Low Risk
42,113259,314466,1,820,0.82,1,1,44,Salaried,Savings,South,Low Risk
56,89626,374341,0,526,0.4,3,4,20,Self-employed,Savings,West,Very High Risk
45,129500,437608,17,623,0.77,3,4,36,Business owner,Current,East,High Risk
61,82963,669644,4,707,0.27,4,3,8,Business owner,Salary,East,High Risk
53,158683,751267,8,721,0.19,1,0,24,Business owner,Current,East,Very Low Risk
56,37618,119784,8,576,0.72,0,0,11,Business owner,Current,West,Very High Risk
46,139424,661365,16,828,0.91,4,3,11,Salaried,Salary,East,Very Low Risk
23,89360,987341,16,809,0.42,4,3,42,Business owner,Salary,South,Low Risk
64,73159,674825,11,727,0.51,0,1,33,Business owner,Current,West,Low Risk
26,120647,471457,4,760,0.79,0,4,34,Business owner,Salary,South,Low Risk
67,65074,1993,18,630,0.63,0,2,32,Business owner,Savings,West,Moderate Risk
65,107591,178375,12,567,0.44,0,0,24,Self-employed,Salary,East,Moderate Risk
25,55760,131157,0,625,0.73,0,2,16,Self-employed,Current,North,High Risk
24,77318,410830,2,753,0.36,1,1,39,Business owner,Current,West,Moderate Risk
39,75626,609887,15,534,0.42,2,1,37,Salaried,Current,East,High Risk
50,158195,707175,2,530,0.36,2,1,41,Self-employed,Savings,North,High Risk
47,28124,103125,8,624,0.55,0,1,22,Salaried,Savings,North,High Risk
26,63157,444144,12,631,0.46,4,2,51,Salaried,Current,East,Very High Risk
43,95177,475458,12,586,0.83,4,0,45,Self-employed,Savings,West,Very High Risk
47,130215,898342,4,552,0.57,1,3,38,Salaried,Salary,East,Low Risk
38,28751,204283,11,596,0.31,2,3,5,Business owner,Salary,South,High Risk
47,99448,510366,14,539,0.26,4,0,22,Salaried,Current,South,Very High Risk
47,72311,144141,18,723,0.81,1,2,29,Self-employed,Savings,West,Moderate Risk
46,106307,840856,19,596,0.73,0,2,7,Business owner,Salary,East,Very Low Risk
54,69861,173749,19,717,0.07,3,0,30,Business owner,Savings,South,Low Risk
41,45870,976402,8,591,0.45,1,0,19,Self-employed,Salary,North,High Risk
41,60236,371495,16,831,0.61,3,3,30,Self-employed,Current,West,Low Risk
42,93659,24988,15,664,0.75,3,1,37,Salaried,Current,East,High Risk
44,40351,252139,12,778,0.84,0,2,28,Self-employed,Savings,East,Moderate Risk
22,143508,311851,1,698,0.7,4,1,8,Self-employed,Current,East,High Risk
49,86455,634519,7,706,0.29,0,4,7,Business owner,Salary,West,Low Risk
33,79987,330283,15,646,0.44,2,4,50,Self-employed,Salary,West,Moderate Risk
55,144948,427964,6,767,0.72,2,0,45,Business owner,Current,East,Low Risk
46,126875,896985,3,734,0.31,3,1,49,Self-employed,Salary,North,Very Low Risk
38,144645,323053,10,830,0.59,4,3,30,Self-employed,Current,West,Low Risk
65,139577,688200,18,488,0.89,4,1,10,Salaried,Salary,South,High Risk
68,139715,431750,6,472,0.65,2,1,34,Business owner,Current,West,High Risk
41,56522,966098,9,588,0.3,1,1,7,Salaried,Savings,West,Low Risk
36,84632,274413,4,721,0.08,1,2,34,Business owner,Current,East,Low Risk
61,42381,732782,14,560,0.5,3,4,38,Salaried,Savings,East,High Risk
44,150980,584577,6,831,0.67,4,2,54,Salaried,Current,North,Low Risk
62,126344,725299,18,496,0.54,4,1,5,Self-employed,Current,West,Moderate Risk
35,36712,344317,15,837,0.36,0,2,15,Business owner,Salary,East,Very Low Risk
51,106758,326033,6,541,0.4,4,0,27,Salaried,Current,South,High Risk
49,137337,402321,4,821,0.14,4,1,42,Business owner,Current,South,Low Risk
64,134327,292260,4,808,0.57,4,4,39,Self-employed,Salary,South,Moderate Risk
22,53397,44997,3,691,0.91,0,3,41,Business owner,Salary,West,High Risk
35,146498,715714,13,707,0.63,1,0,12,Self-employed,Savings,South,Very Low Risk
25,35800,830814,3,752,0.36,2,0,10,Business owner,Salary,South,Low Risk
50,132149,928321,2,739,0.42,1,2,29,Salaried,Current,South,Very Low Risk
53,34511,698219,10,706,0.69,1,1,37,Self-employed,Savings,East,Moderate Risk
57,53626,719835,0,830,0.16,2,3,5,Self-employed,Salary,South,Low Risk
60,101689,202384,17,588,0.57,2,2,23,Self-employed,Salary,East,High Risk
61,53202,444850,17,833,0.69,4,4,33,Self-employed,Savings,North,Moderate Risk
21,39336,350961,7,637,0.91,3,4,32,Salaried,Current,West,Very High Risk
41,30542,476505,0,732,0.47,3,3,33,Business owner,Savings,North,Very High Risk
26,137433,732089,14,693,0.7,1,1,10,Salaried,Current,South,Very Low Risk
29,71356,635573,5,656,0.85,1,0,12,Salaried,Savings,East,Moderate Risk
58,59081,119033,9,770,0.85,2,4,20,Salaried,Current,West,High Risk
34,40214,213099,11,848,0.32,2,4,29,Business owner,Salary,East,Low Risk
50,107768,513792,16,657,0.17,1,0,18,Self-employed,Salary,West,Low Risk
59,28181,908528,15,821,0.61,2,0,8,Self-employed,Savings,South,Very Low Risk
58,138514,402572,5,685,0.1,0,1,43,Business owner,Current,East,Very Low Risk
34,121731,723982,8,848,0.62,0,0,47,Business owner,Savings,South,Very Low Risk
22,106807,407227,6,708,0.37,2,2,42,Self-employed,Salary,North,Moderate Risk
21,44049,628712,11,617,0.66,4,0,37,Salaried,Savings,East,Very High Risk
60,94983,907293,1,764,0.51,4,0,28,Self-employed,Salary,North,Low Risk
55,133599,718390,9,742,0.55,2,0,17,Business owner,Salary,East,Very Low Risk
59,120910,365715,4,689,0.6,1,4,43,Salaried,Current,South,Moderate Risk
22,117982,824386,11,598,0.77,3,2,34,Business owner,Salary,West,Moderate Risk
49,86282,828292,2,494,0.67,2,2,40,Business owner,Current,South,Very High Risk
43,42958,340225,6,592,0.42,4,4,47,Self-employed,Salary,West,Very High Risk
59,54080,654099,15,706,0.34,3,2,5,Business owner,Salary,East,Moderate Risk
31,45238,864459,7,760,0.16,2,4,39,Business owner,Salary,West,Low Risk
35,60349,258373,12,824,0.3,3,2,24,Self-employed,Current,South,Low Risk
27,50686,871043,20,757,0.9,0,4,42,Business owner,Savings,West,Low Risk
38,137291,825334,4,849,0.85,0,1,50,Business owner,Salary,South,Very Low Risk
66,77840,884069,3,559,0.87,3,2,24,Business owner,Savings,West,Very High Risk
22,138762,932502,5,586,0.64,4,4,37,Salaried,Current,East,High Risk
59,139148,286675,9,653,0.64,4,2,10,Salaried,Savings,East,High Risk
24,123043,952828,7,504,0.7,0,2,5,Salaried,Current,South,Low Risk
28,100528,924271,10,542,0.75,2,0,29,Self-employed,Current,North,Low Risk
42,32426,169652,9,843,0.78,2,1,28,Business owner,Savings,North,Moderate Risk
21,94606,646881,19,532,0.07,4,3,52,Self-employed,Salary,South,Moderate Risk
42,51090,420917,1,812,0.4,3,1,35,Salaried,Salary,North,Low Risk
65,35458,126600,7,496,0.18,3,3,4,Business owner,Savings,South,Very High Risk
51,33466,172816,4,622,0.77,1,4,42,Business owner,Savings,South,Very High Risk
44,23489,221315,2,569,0.72,4,3,50,Business owner,Salary,West,Very High Risk
30,152466,824419,13,553,0.09,3,2,54,Business owner,Salary,West,Low Risk
51,83377,50600,5,732,0.47,1,1,27,Self-employed,Salary,South,Moderate Risk
23,84369,547039,20,788,0.9,0,2,46,Business owner,Current,South,Very Low Risk
63,81976,567699,9,691,0.56,3,3,35,Self-employed,Salary,West,Moderate Risk
41,106327,858529,1,495,0.77,3,4,34,Self-employed,Savings,North,Very High Risk
46,31439,94677,18,535,0.6,1,0,54,Self-employed,Current,South,High Risk
45,78311,714802,11,826,0.92,1,4,13,Business owner,Salary,North,Low Risk
27,123522,389752,10,581,0.36,1,1,10,Business owner,Savings,West,Low Risk
43,74531,686596,6,767,0.06,4,3,16,Self-employed,Savings,North,High Risk
